Date,Predicted_Close
2023-05-26,327.61067579740484
2023-05-30,325.6037428892305
2023-05-31,322.80429535186704
2023-06-01,327.01065476605436
2023-06-02,329.61789958002555
2023-06-05,330.17393140186323
2023-06-06,328.0106366917971
2023-06-07,317.9827932610533
2023-06-08,320.13372609968064
2023-06-09,321.7495054999199
2023-06-12,326.831899218887
2023-06-13,329.2320490813654
2023-06-14,332.19703003952964
2023-06-15,342.63723661001495
2023-06-16,336.5902384244837
2023-06-20,332.5892643586267
2023-06-21,328.2165549322017
2023-06-22,334.44487055244826
2023-06-23,329.69867901082034
2023-06-26,323.4907419788942
2023-06-27,329.6094584672537
2023-06-28,330.915151196612
2023-06-29,330.10510339676694
2023-06-30,335.5034596668702
2023-07-03,332.93222434883864
2023-07-05,333.0693292059077
2023-07-06,336.118607536715
2023-07-07,332.08922288558824
2023-07-10,326.8910127147101
2023-07-11,327.694322958414
2023-07-12,332.4526697846559
2023-07-13,337.76852805848466
2023-07-14,340.0988417202825
2023-07-17,340.50627961420105
2023-07-18,353.9669298685658
2023-07-19,348.92911216024913
2023-07-20,341.0787174394136
2023-07-21,338.38345614970603
2023-07-24,339.972700840015
2023-07-25,345.7278387905899
2023-07-26,332.6089333942946
2023-07-27,326.0238630660024
2023-07-28,333.89658821695775
2023-07-31,331.2875080818194
2023-08-01,331.810771139455
2023-08-02,323.0829645720587
2023-08-03,322.4496588494294
2023-08-04,323.56840137061954
2023-08-07,325.921362557041
2023-08-08,321.8286566588213
2023-08-09,318.1331744512536
2023-08-10,318.86135252271924
2023-08-11,316.95634345853614
2023-08-14,319.9588172252079
2023-08-15,317.6228908248595
2023-08-16,316.8488310633729
2023-08-17,313.29948768920804
2023-08-18,312.9608109961846
2023-08-21,318.19695480004884
2023-08-22,318.5059496637259
2023-08-23,322.99431694806117
2023-08-24,315.7958729685779
2023-08-25,319.0702600071454
2023-08-28,319.7233143311132
2023-08-29,324.4262627325297
2023-08-30,324.4882247565547
2023-08-31,323.42050555971946
2023-09-01,324.32802363438896
2023-09-05,329.17052031734784
2023-09-06,328.3546832820284
2023-09-07,325.46574384007545
2023-09-08,329.99244686863676
2023-09-11,333.4586236459254
2023-09-12,327.38634784663736
2023-09-13,331.840489534432
2023-09-14,334.2968113677707
2023-09-15,325.94195442958153
2023-09-18,325.16189842726453
2023-09-19,324.7348454719249
2023-09-20,316.993709048038
2023-09-21,316.1118994193421
2023-09-22,313.7351678338746
2023-09-25,314.23782682131787
2023-09-26,308.8525846316479
2023-09-27,309.56707053494756
2023-09-28,310.26511835896963
2023-09-29,312.1976110961441
2023-10-02,318.0647199474988
2023-10-03,309.3161879242325
2023-10-04,314.89368609107987
2023-10-05,315.06852346446976
2023-10-06,322.8868706731664
2023-10-09,324.9007139691694
2023-10-10,323.391206887085
2023-10-11,327.61868978873827
2023-10-12,326.44075620541116
2023-10-13,323.23634678399685
2023-10-16,328.3994185525298
2023-10-17,327.84863734498504
2023-10-18,325.89998183496937
2023-10-19,327.27743848151295
2023-10-20,322.7111088241145
2023-10-23,325.53239338267304
2023-10-24,326.6023481576776
2023-10-25,336.69055371687136
2023-10-26,323.76305093130213
2023-10-27,325.91446634189924
2023-10-30,333.226944366761
2023-10-31,333.82881140650716
2023-11-01,341.6900466139123
2023-11-02,343.6088897467707
2023-11-03,347.84076612995705
2023-11-06,351.2570477667723
2023-11-07,355.064344702605
2023-11-08,357.6891125338152
2023-11-09,355.2882641988326
2023-11-10,364.2612839774338
2023-11-13,361.00645752210585
2023-11-14,364.781641497284
2023-11-15,364.9435240117091
2023-11-16,371.4767574972866
2023-11-17,365.0537909600862
2023-11-20,372.791562473285
2023-11-21,368.3284591519732
2023-11-22,373.17664255195996
2023-11-24,372.7966068294117
2023-11-27,373.9698885236867
2023-11-28,378.0290728551772
2023-11-29,374.1464261785877
2023-11-30,374.4084037357243
2023-12-01,370.1763370915178
2023-12-04,365.16003133505365
2023-12-05,368.6024993608153
2023-12-06,364.96385984203516
2023-12-07,367.2685517370701
2023-12-08,370.5439377722796
2023-12-11,367.54682735344977
2023-12-12,370.6324846305142
2023-12-13,370.64044142490457
2023-12-14,362.35860243206844
2023-12-15,367.325271084017
2023-12-18,369.29210501772104
2023-12-19,369.6479044081643
2023-12-20,367.00550132976787
2023-12-21,369.9557266070915
2023-12-22,370.9178938006298
2023-12-26,370.9593210270395
2023-12-27,370.3726052229431
2023-12-28,371.6183869093147
2023-12-29,372.3352511069097
2024-01-02,367.22000203235075
2024-01-03,367.09119056889904
2024-01-04,364.54684208834806
2024-01-05,364.47121456831155
2024-01-08,371.4121392167981
2024-01-09,372.2881522068201
2024-01-10,379.021315967213
2024-01-11,380.42654466044405
2024-01-12,384.08819347758254
2024-01-16,385.7347602097434
2024-01-17,385.00293973855156
2024-01-18,389.353709826828
2024-01-19,394.01656192450173
2024-01-22,391.75122073970846
2024-01-23,394.19886572050746
2024-01-24,397.71987553285726
2024-01-25,399.9553422456593
2024-01-26,399.00208946259227
2024-01-29,404.7367250146963
2024-01-30,403.50978877018133
2024-01-31,392.7857403449889
2024-02-01,399.22528896492076
2024-02-02,406.54438060971734
2024-02-05,400.86885275226814
2024-02-06,400.86691962205805
2024-02-07,409.41000594002253
2024-02-08,409.2487187803308
2024-02-09,415.6901577502831
2024-02-12,410.27496620292004
2024-02-13,401.601945143364
2024-02-14,405.6939211871031
2024-02-15,402.832485747218
2024-02-16,400.5700149657278
2024-02-20,399.53376798133826
2024-02-21,399.0172459086607
2024-02-22,408.4167071496559
2024-02-23,407.04970319588756
2024-02-26,404.26666605210994
2024-02-27,404.24983755071304
2024-02-28,404.4950119244313
2024-02-29,410.37746376640644
2024-03-01,412.1124851802961
2024-03-04,411.41061549804726
2024-03-05,399.20522287684435
2024-03-06,398.97995860307134
2024-03-07,406.09398158035765
2024-03-08,403.0981666007211
2024-03-11,401.48587439431503
2024-03-12,412.1633275640197
2024-03-13,411.5866083655928
2024-03-14,421.52918108546874
2024-03-15,412.4641924770731
2024-03-18,413.43888428310674
2024-03-19,417.39215747031267
2024-03-20,421.09727282164386
2024-03-21,425.15156760318496
2024-03-22,424.51414993039725
2024-03-25,418.6471869706329
2024-03-26,417.556924022585
2024-03-27,417.5056870213557
2024-03-28,416.94458058436794
2024-04-01,420.89129401960236
2024-04-02,417.76817561818467
2024-04-03,416.8477150815197
2024-04-04,414.34231904122134
2024-04-05,422.12090446122596
2024-04-08,421.02907083665923
2024-04-09,422.71536322728934
2024-04-10,419.60828225705336
2024-04-11,424.3200944228556
2024-04-12,418.2388670312866
2024-04-15,410.2461849404099
2024-04-16,411.5751146980692
2024-04-17,408.9507468866941
2024-04-18,401.5278875338845
2024-04-19,396.64248522963317
2024-04-22,398.64925749000395
2024-04-23,405.0912727027571
2024-04-24,406.3014617093686
2024-04-25,396.18892954755574
2024-04-26,403.30281221658515
2024-04-29,399.0123681993173
2024-04-30,386.37814062364123
2024-05-01,392.32049047003966
2024-05-02,394.9665702528255
2024-05-03,403.5293843466061
2024-05-06,409.9636607581051
2024-05-07,405.28194859604264
2024-05-08,406.4964059075173
2024-05-09,408.19539458709187
2024-05-10,410.7402700239618
2024-05-13,409.8465037293063
2024-05-14,412.89397246961744
2024-05-15,419.95549170300364
2024-05-16,417.6559370120958
2024-05-17,416.8771303627
2024-05-20,422.1011543828936
2024-05-21,425.61914686877566
2024-05-22,427.07753279271856
2024-05-23,423.5621038649697
2024-05-24,426.94729328202084
2024-05-28,427.01659331871633
2024-05-29,425.88032142012526
2024-05-30,411.4799778706365
2024-05-31,412.5061199537413
2024-06-03,411.2996769424717
2024-06-04,413.86513999802264
2024-06-05,421.6865757959895
2024-06-06,421.9594013496171
2024-06-07,421.2015749061101
2024-06-10,425.17536606903013
2024-06-11,429.89242726922384
2024-06-12,438.00452641002266
2024-06-13,438.23824964454616
2024-06-14,439.13648540851136
2024-06-17,444.7377319224288
2024-06-18,442.53030391852735
2024-06-20,442.07798076051404
2024-06-21,446.23460627801245
2024-06-24,444.20112378290287
2024-06-25,447.43279089977295
2024-06-26,448.5447101812897
2024-06-27,449.21867753255356
2024-06-28,443.3931014588961
2024-07-01,453.36233005981927
2024-07-02,455.64742661354467
2024-07-03,457.0255288327935
2024-07-05,463.70437040429897
2024-07-08,462.2298414864963
2024-07-09,455.62718564994793
2024-07-10,462.5725904697901
2024-07-11,451.07176197170344
2024-07-12,450.3593934245873
2024-07-15,450.87050873751286
2024-07-16,446.58291213161647
2024-07-17,440.8412603426695
2024-07-18,437.92553029627015
2024-07-19,434.8202783872839
2024-07-22,440.7643660767935
2024-07-23,442.61192669672164
2024-07-24,426.65234870429776
2024-07-25,416.5038766156649
2024-07-26,423.6481261546506
2024-07-29,424.9021360917832
2024-07-30,421.05483487808664
2024-07-31,416.50788875788203
2024-08-01,415.1377430022876
2024-08-02,406.4018282494908
2024-08-05,393.25866881007823
2024-08-06,397.44738742619666
2024-08-07,396.09119109144376
2024-08-08,400.56165198789677
2024-08-09,403.79988239675004
2024-08-12,404.3831680756921
2024-08-13,411.37154183903476
2024-08-14,414.05470498011346
2024-08-15,418.9221507645707
2024-08-16,416.5546524427009
2024-08-19,420.1215031343163
2024-08-20,423.77386606945953
2024-08-21,423.40379354993274
2024-08-22,415.0492510800177
2024-08-23,416.5296117030448
2024-08-26,413.29945298787425
2024-08-27,413.56329705049575
