Date,Predicted_Close
2023-05-26,119.99935650471252
2023-05-30,121.49135549633684
2023-05-31,120.33547416911732
2023-06-01,122.50910003839044
2023-06-02,124.046071767807
2023-06-05,124.99511802049982
2023-06-06,126.31621364809507
2023-06-07,121.00616754210068
2023-06-08,124.00465069711208
2023-06-09,123.16995237941819
2023-06-12,126.45216746179858
2023-06-13,126.51134597467717
2023-06-14,126.28358809787916
2023-06-15,126.96780774048239
2023-06-16,125.36340995288809
2023-06-20,125.69754597982319
2023-06-21,124.76254673024413
2023-06-22,129.89926231189202
2023-06-23,129.00239111496103
2023-06-26,127.04193630519511
2023-06-27,128.91802484447908
2023-06-28,128.76377264983148
2023-06-29,127.62561126024002
2023-06-30,130.10907424332436
2023-07-03,129.93075307813342
2023-07-05,130.09753534689662
2023-07-06,128.0912873779871
2023-07-07,129.5415058647177
2023-07-10,126.87259585400214
2023-07-11,128.5569528815431
2023-07-12,130.55337528607015
2023-07-13,134.01244288625549
2023-07-14,134.34377466838123
2023-07-17,133.25453384719367
2023-07-18,132.55284143244626
2023-07-19,135.09565788149848
2023-07-20,129.67825345252731
2023-07-21,129.79410409927368
2023-07-24,128.59402703750857
2023-07-25,128.94144994857197
2023-07-26,127.94780717262984
2023-07-27,128.05894611775875
2023-07-28,132.00332140588216
2023-07-31,133.3980547868705
2023-08-01,131.3988391786479
2023-08-02,127.97096770942153
2023-08-03,128.7189500784243
2023-08-04,139.33826436435993
2023-08-07,141.80443459034905
2023-08-08,139.55560403987693
2023-08-09,137.55332469818677
2023-08-10,138.28164230837137
2023-08-11,138.113874251756
2023-08-14,140.3065917217573
2023-08-15,137.3914860839932
2023-08-16,134.83139771955757
2023-08-17,133.76306065416702
2023-08-18,132.9987383285752
2023-08-21,134.45999758247854
2023-08-22,134.0132150799036
2023-08-23,135.27345910248732
2023-08-24,131.57540032168072
2023-08-25,133.04429671699836
2023-08-28,132.91275883421167
2023-08-29,134.6848804675028
2023-08-30,134.81788042668268
