Date,Price
2023-11-09,422.91009521484375
2023-11-10,429.509521484375
2023-11-13,429.10015869140625
2023-11-14,437.4250183105469
2023-11-15,438.35107421875
2023-11-16,438.8871765136719
2023-11-17,439.43310546875
2023-11-20,442.8157043457031
2023-11-21,441.8505859375
2023-11-22,443.5565185546875
2023-11-24,443.8294372558594
2023-11-27,443.0301513671875
2023-11-28,443.46875
2023-11-29,443.1568603515625
2023-11-30,444.9017028808594
2023-12-01,447.5337829589844
2023-12-04,445.1844177246094
2023-12-05,445.0967102050781
2023-12-06,443.3031311035156
2023-12-07,446.6856384277344
2023-12-08,448.6060485839844
2023-12-11,450.3509216308594
2023-12-12,452.4077453613281
2023-12-13,458.6465148925781
2023-12-14,460.1184997558594
2023-12-15,459.3608703613281
2023-12-18,461.94488525390625
2023-12-19,464.7538757324219
2023-12-20,458.31365966796875
2023-12-21,462.65936279296875
2023-12-22,463.5891418457031
2023-12-26,465.54669189453125
2023-12-27,466.388427734375
2023-12-28,466.5645751953125
2023-12-29,465.2138977050781
2024-01-02,462.61041259765625
2024-01-03,458.8324279785156
2024-01-04,457.3544616699219
2024-01-05,457.9808654785156
2024-01-08,464.51898193359375
2024-01-09,463.8142395019531
2024-01-10,466.4373474121094
2024-01-11,466.2317810058594
2024-01-12,466.5547790527344
2024-01-16,464.84197998046875
2024-01-17,462.258056640625
2024-01-18,466.36883544921875
2024-01-19,472.18267822265625
2024-01-22,473.18096923828125
2024-01-23,474.5610046386719
2024-01-24,475.0798034667969
2024-01-25,477.6637268066406
2024-01-26,477.0569152832031
2024-01-29,480.83489990234375
2024-01-30,480.46295166015625
2024-01-31,472.6231384277344
2024-02-01,478.8088684082031
2024-02-02,483.8495178222656
2024-02-05,482.087646484375
2024-02-06,483.48736572265625
2024-02-07,487.519775390625
2024-02-08,487.7351379394531
2024-02-09,490.55401611328125
2024-02-12,490.338623046875
2024-02-13,483.5852355957031
2024-02-14,487.9798583984375
2024-02-15,491.3468017578125
2024-02-16,488.8998718261719
2024-02-20,486.208251953125
2024-02-21,486.648681640625
2024-02-22,496.7201843261719
2024-02-23,497.06268310546875
2024-02-26,495.2422180175781
2024-02-27,496.1622009277344
2024-02-28,495.5064697265625
2024-02-29,497.2878112792969
2024-03-01,501.95648193359375
2024-03-04,501.4181823730469
2024-03-05,496.40692138671875
2024-03-06,498.92236328125
2024-03-07,503.8748779296875
2024-03-08,500.8504638671875
2024-03-11,500.4197998046875
2024-03-12,505.80303955078125
2024-03-13,505.0101318359375
2024-03-14,504.0118408203125
2024-03-15,500.55108642578125
2024-03-18,503.5258483886719
2024-03-19,506.3240966796875
2024-03-20,511.0071716308594
2024-03-21,512.6959228515625
2024-03-22,511.7239685058594
2024-03-25,510.3101806640625
2024-03-26,509.36767578125
2024-03-27,513.6483154296875
2024-03-28,513.5501708984375
2024-04-01,512.6565551757812
2024-04-02,509.39715576171875
2024-04-03,509.9566955566406
2024-04-04,503.7320861816406
2024-04-05,508.9944763183594
2024-04-08,509.2792663574219
2024-04-09,509.8683776855469
2024-04-10,504.7629699707031
2024-04-11,508.5723876953125
2024-04-12,501.552490234375
2024-04-15,495.26898193359375
2024-04-16,494.3656921386719
2024-04-17,491.4399719238281
2024-04-18,490.4287109375
2024-04-19,486.1481018066406
2024-04-22,490.62506103515625
2024-04-23,496.4471130371094
2024-04-24,496.2115173339844
2024-04-25,494.326416015625
2024-04-26,499.0096740722656
2024-04-29,500.77691650390625
2024-04-30,492.8439636230469
2024-05-01,491.24365234375
2024-05-02,495.83843994140625
2024-05-03,501.9844665527344
2024-05-06,507.1683654785156
2024-05-07,507.72802734375
2024-05-08,507.777099609375
2024-05-09,510.70281982421875
2024-05-10,511.36065673828125
2024-05-13,511.429443359375
2024-05-14,513.77587890625
2024-05-15,520.1380615234375
2024-05-16,519.0677490234375
2024-05-17,519.81396484375
2024-05-20,520.4129028320312
2024-05-21,521.6892700195312
2024-05-22,520.1871337890625
2024-05-23,516.387451171875
2024-05-24,519.80419921875
2024-05-28,520.1674194335938
2024-05-29,516.5249633789062
2024-05-30,513.0984497070312
2024-05-31,517.7718505859375
2024-06-03,518.1940307617188
2024-06-04,518.7733154296875
2024-06-05,524.93896484375
2024-06-06,524.9291381835938
2024-06-07,524.291015625
2024-06-10,525.910888671875
2024-06-11,527.177490234375
2024-06-12,531.5072631835938
2024-06-13,532.577392578125
2024-06-14,532.9014282226562
2024-06-17,537.1427001953125
2024-06-18,538.5074462890625
2024-06-20,537.0446166992188
2024-06-21,536.3245849609375
2024-06-24,534.5811157226562
2024-06-25,536.6397094726562
2024-06-26,537.3095703125
2024-06-27,538.1566162109375
2024-06-28,536.0389404296875
2024-07-01,537.14208984375
2024-07-02,540.7569580078125
2024-07-03,543.1700439453125
2024-07-05,546.30224609375
2024-07-08,546.9326171875
2024-07-09,547.464599609375
2024-07-10,552.8818969726562
2024-07-11,548.1146240234375
2024-07-12,551.5718383789062
2024-07-15,553.0886840820312
2024-07-16,556.3685913085938
2024-07-17,548.5677490234375
2024-07-18,544.35205078125
2024-07-19,540.7372436523438
2024-07-22,546.312255859375
2024-07-23,545.4552001953125
2024-07-24,533.0938720703125
2024-07-25,530.3162841796875
2024-07-26,536.255615234375
2024-07-29,536.5708618164062
2024-07-30,533.8523559570312
2024-07-31,542.5298461914062
2024-08-01,534.8470458984375
2024-08-02,524.88916015625
2024-08-05,509.6023864746094
2024-08-06,514.30078125
2024-08-07,510.86309814453125
2024-08-08,522.6729125976562
2024-08-09,524.9777221679688
2024-08-12,525.2535400390625
2024-08-13,533.8917236328125
2024-08-14,535.5759887695312
2024-08-15,544.755859375
2024-08-16,545.9772338867188
2024-08-19,551.1975708007812
2024-08-20,550.30126953125
2024-08-21,552.1923828125
2024-08-22,547.8585205078125
2024-08-23,553.6796875
2024-08-26,552.3598022460938
2024-08-27,553.1182250976562
2024-08-28,549.9072875976562
2024-08-29,549.9564819335938
2024-08-30,555.2064208984375
2024-09-03,543.7808227539062
2024-09-04,542.6677856445312
2024-09-05,541.3479614257812
2024-09-06,532.2368774414062
2024-09-09,538.1959228515625
2024-09-10,540.540283203125
2024-09-11,546.0855712890625
2024-09-12,550.6854248046875
2024-09-13,553.5614624023438
2024-09-16,554.3790283203125
2024-09-17,554.6055908203125
2024-09-18,552.9607543945312
2024-09-19,562.3966064453125
2024-09-20,561.4244995117188
2024-09-23,562.8273315429688
2024-09-24,564.437744140625
2024-09-25,563.1929931640625
2024-09-26,565.42578125
2024-09-27,564.6057739257812
2024-09-30,566.8682861328125
2024-10-01,561.7900390625
2024-10-02,562.0271606445312
2024-10-03,560.9996337890625
2024-10-04,566.09765625
2024-10-07,560.9798583984375
2024-10-08,566.285400390625
2024-10-09,570.2077026367188
2024-10-10,569.2098388671875
2024-10-11,572.618408203125
2024-10-14,577.3014526367188
2024-10-15,572.8159790039062
2024-10-16,575.3057250976562
2024-10-17,575.3550415039062
2024-10-18,577.5682373046875
2024-10-21,576.6197509765625
2024-10-22,576.3134765625
2024-10-23,571.0474853515625
2024-10-24,572.2824096679688
2024-10-25,572.0848388671875
2024-10-28,573.8534545898438
2024-10-29,574.7820434570312
2024-10-30,573.043212890625
2024-10-31,561.8098754882812
2024-11-01,564.1809692382812
2024-11-04,562.9656982421875
2024-11-05,569.7730102539062
2024-11-06,583.9407348632812
2024-11-07,588.455810546875
2024-11-08,591.0048828125
2024-11-11,591.5679931640625
2024-11-12,589.7304077148438
2024-11-13,590.016845703125
2024-11-14,586.2229614257812
2024-11-15,578.7142944335938
2024-11-18,581.08544921875
2024-11-19,583.2095947265625
2024-11-20,583.4072265625
2024-11-21,586.5391235351562
2024-11-22,588.3570556640625
2024-11-25,590.3528442382812
2024-11-26,593.435302734375
2024-11-27,591.6371459960938
2024-11-29,595.3125
2024-12-02,596.3795166015625
2024-12-03,596.6560668945312
2024-12-04,600.361083984375
2024-12-05,599.373046875
2024-12-06,600.50927734375
2024-12-09,597.4168090820312
2024-12-10,595.5595092773438
2024-12-11,600.1635131835938
2024-12-12,597.0711059570312
2024-12-13,596.9525756835938
2024-12-16,599.5015258789062
2024-12-17,597.0315551757812
2024-12-18,579.2379150390625
2024-12-19,579.0599975585938
2024-12-20,586.01513671875
2024-12-23,589.5244140625
2024-12-24,596.0769653320312
2024-12-26,596.1166381835938
2024-12-27,589.841552734375
2024-12-30,583.1105346679688
2024-12-31,580.9891357421875
2025-01-02,579.5617065429688
2025-01-03,586.8081665039062
2025-01-06,590.1885986328125
2025-01-07,583.51708984375
2025-01-08,584.3695068359375
2025-01-10,575.4476318359375
2025-01-13,576.3399047851562
2025-01-14,577.1329956054688
2025-01-15,587.6310424804688
2025-01-16,586.5009155273438
2025-01-17,592.3893432617188
2025-01-21,597.8117065429688
2025-01-22,601.1723022460938
2025-01-23,604.45361328125
2025-01-24,602.68896484375
2025-01-27,594.1636962890625
2025-01-28,599.2689819335938
2025-01-29,596.58251953125
2025-01-30,599.784423828125
2025-01-31,596.5924072265625
2025-02-03,592.5775756835938
2025-02-04,596.5527954101562
2025-02-05,598.9715576171875
2025-02-06,601.0533447265625
2025-02-07,595.5515747070312
2025-02-10,599.5960693359375
2025-02-11,600.0521240234375
2025-02-12,598.1190185546875
2025-02-13,604.4337768554688
2025-02-14,604.4039916992188
2025-02-18,606.1784057617188
2025-02-19,607.6058959960938
2025-02-20,605.0780639648438
2025-02-21,594.728759765625
2025-02-24,592.0224609375
2025-02-25,589.0782470703125
2025-02-26,589.3756713867188
2025-02-27,579.9680786132812
2025-02-28,589.018798828125
2025-03-03,578.69921875
2025-03-04,571.8492431640625
2025-03-05,577.995361328125
2025-03-06,567.7353515625
2025-03-07,570.9174194335938
2025-03-10,555.710693359375
2025-03-11,551.0911254882812
2025-03-12,554.0155029296875
2025-03-13,546.6301879882812
2025-03-14,557.9212646484375
2025-03-17,562.2236328125
2025-03-18,556.1468505859375
2025-03-19,562.2037963867188
2025-03-20,560.5780639648438
2025-03-21,560.762939453125
2025-03-24,570.8053588867188
2025-03-25,572.177490234375
2025-03-26,565.3466796875
2025-03-27,563.8452758789062
2025-03-28,552.4904174804688
2025-03-31,556.1991577148438
2025-04-01,557.7700805664062
2025-04-02,561.2999267578125
2025-04-03,533.6385498046875
2025-04-04,502.3977966308594
2025-04-07,501.5029296875
2025-04-08,493.64801025390625
2025-04-09,545.4906005859375
2025-04-10,521.5877075195312
2025-04-11,530.894287109375
2025-04-14,536.0447387695312
2025-04-15,534.5433349609375
2025-04-16,522.6614990234375
2025-04-17,523.4072265625
2025-04-21,510.94873046875
2025-04-22,524.2424926757812
2025-04-23,532.3658447265625
2025-04-24,543.5715942382812
2025-04-25,547.4990844726562
2025-04-28,547.7078247070312
2025-04-29,551.1580810546875
2025-04-30,551.3768310546875
2025-05-01,555.2843627929688
2025-05-02,563.527099609375
2025-05-05,560.2955932617188
2025-05-06,555.6124877929688
2025-05-07,557.9490966796875
2025-05-08,561.8367919921875
2025-05-09,561.1209106445312
2025-05-12,579.66455078125
2025-05-13,583.4926147460938
2025-05-14,584.2383422851562
2025-05-15,587.0919189453125
2025-05-16,590.810546875
2025-05-19,591.4568481445312
2025-05-20,589.46826171875
2025-05-21,579.5352783203125
2025-05-22,579.7639770507812
2025-05-23,575.806640625
2025-05-27,587.7780151367188
2025-05-28,584.3775024414062
2025-05-29,586.6842651367188
2025-05-30,586.028076171875
2025-06-02,589.3291015625
2025-06-03,592.6898193359375
2025-06-04,592.5307006835938
2025-06-05,589.6671142578125
2025-06-06,595.722412109375
2025-06-09,596.2593383789062
2025-06-10,599.639892578125
2025-06-11,597.9297485351562
2025-06-12,600.3060913085938
2025-06-13,593.5946044921875
2025-06-16,599.2421875
2025-06-17,594.1216430664062
2025-06-18,594.0321044921875
2025-06-20,592.636962890625
2025-06-23,598.49072265625
2025-06-24,605.1024169921875
2025-06-25,605.4414672851562
2025-06-26,610.1783447265625
2025-06-27,613.2098999023438
2025-06-30,616.1417846679688
2025-07-01,615.9423828125
2025-07-02,618.734619140625
2025-07-03,623.611083984375
2025-07-07,618.9639892578125
2025-07-08,618.6249389648438
2025-07-09,622.3345947265625
2025-07-10,624.0897827148438
2025-07-11,621.8958129882812
2025-07-14,623.08251953125
2025-07-15,620.419921875
2025-07-16,622.494140625
2025-07-17,626.3035888671875
2025-07-18,625.8449096679688
2025-07-21,627.0316162109375
2025-07-22,627.121337890625
2025-07-23,632.4566040039062
2025-07-24,632.6659545898438
2025-07-25,635.3385620117188
2025-07-28,635.1790161132812
2025-07-29,633.503662109375
2025-07-30,632.7058715820312
2025-07-31,630.3324584960938
2025-08-01,620.0010375976562
2025-08-04,629.4249267578125
2025-08-05,626.2337646484375
2025-08-06,631.030517578125
2025-08-07,630.501953125
2025-08-08,635.4183349609375
2025-08-11,634.1618041992188
2025-08-12,640.9131469726562
2025-08-13,643.1070556640625
2025-08-14,643.1668701171875
2025-08-15,641.6610717773438
2025-08-18,641.5214233398438
2025-08-19,638.0410766601562
2025-08-20,636.3457641601562
2025-08-21,633.7928466796875
2025-08-22,643.52587890625
2025-08-25,640.6936645507812
2025-08-26,643.3762817382812
2025-08-27,644.8422241210938
2025-08-28,647.1258544921875
2025-08-29,643.2666015625
2025-09-02,638.4998168945312
2025-09-03,641.960205078125
2025-09-04,647.3253173828125
2025-09-05,645.4505004882812
2025-09-08,647.0361328125
2025-09-09,648.531982421875
2025-09-10,650.4067993164062
2025-09-11,655.8118286132812
2025-09-12,655.5924072265625
2025-09-15,659.0827026367188
2025-09-16,658.1752319335938
2025-09-17,657.3575439453125
2025-09-18,660.4290161132812
2025-09-19,663.7000122070312
2025-09-22,666.8400268554688
2025-09-23,663.2100219726562
2025-09-24,661.0999755859375
2025-09-25,658.0499877929688
2025-09-26,661.8200073242188
2025-09-29,663.6799926757812
2025-09-30,666.1799926757812
2025-10-01,668.4500122070312
2025-10-02,669.219970703125
2025-10-03,669.2100219726562
2025-10-06,671.6099853515625
2025-10-07,669.1199951171875
2025-10-08,673.1099853515625
2025-10-09,671.1599731445312
2025-10-10,653.02001953125
2025-10-13,663.0399780273438
2025-10-14,662.22998046875
2025-10-15,665.1699829101562
2025-10-16,660.6400146484375
2025-10-17,664.3900146484375
2025-10-20,671.2999877929688
2025-10-21,671.2899780273438
2025-10-22,667.7999877929688
2025-10-23,671.760009765625
